,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
3171,NA,QELL ACQUISITION CORP CL B,LILM,89,8,2,824.0,Missing ISIN
2895,NA,LIBERTY MEDIA ACQUISITION CORP CL B,LMACA,7,7,1,824.0,Missing ISIN
2869,NA,LANDMARK INFRASTRUCTURE PARTNERS LP CL B,LMRK,61,10,5,824.0,Missing ISIN
3146,NA,PORTER BANCORP INC CL B,LMST,222,17,8,824.0,Missing ISIN
2860,NA,L F ACQUISITION CORP CL B,LNFA,11,8,3,824.0,Missing ISIN
2903,NA,LINKEDIN CLASS B DEAD - 08/12/16,LNKD,1260,21,8,824.0,Missing ISIN
2908,NA,LIVE OAK BANCSHARES INC CL B,LOB,250,21,6,824.0,Missing ISIN
2884,NA,LEO HOLDINGS III CORP CL B,LOCL,41,12,4,824.0,Missing ISIN
1940,NA,ACAMAR PARTNERS ACQ CL B,LOTZ,57,18,6,824.0,Missing ISIN
3012,NA,NEBULA ACQUISITION CORP,LPRO,70,10,7,824.0,Missing ISIN
2892,NA,LF CAPITAL ACQUISITION CORP,LSEA,61,16,6,824.0,Missing ISIN
3369,NA,STEINWAY MUSICAL INSTS.,LVB,109,11,6,824.0,Missing ISIN
3115,NA,PETER KEWIT SONS INCO.,LVLT,1247,47,9,824.0,Missing ISIN
2361,NA,CRESCENT ACQUISITION CL B,LVOX,48,24,6,824.0,Missing ISIN
2891,NA,LEXMARK INTL.INCO.,LXK,1313,36,8,824.0,Missing ISIN
2921,NA,LYFT INC CL B,LYFT,235,20,8,824.0,Missing ISIN
2922,NA,LYONDELL CHEMICAL CO.,LYO,426,27,8,824.0,Missing ISIN
2984,NA,MORINGA ACQUISITION CORP CL B,MACA,1,1,1,824.0,Missing ISIN
2934,NA,MANTECH INTL.'B',MANT,496,38,9,824.0,Missing ISIN
3293,NA,SILVER SPIKE ACQUISITION CL B,MAPS,52,15,5,824.0,Missing ISIN
2943,NA,MATTHEWS INTL.CORP.,MATW,971,43,9,824.0,Missing ISIN
2946,NA,MAXWELL SHOE CO.INCO.,MAXS,18,9,2,824.0,Missing ISIN
2998,NA,MUSTANG BIO INC CL B,MBIO,47,7,3,824.0,Missing ISIN
2956,NA,MEDIACOM COMMS.'B' DEAD - 08/03/11,MCCC,216,16,8,824.0,Missing ISIN
2948,NA,MCAFEE CORP CL B,MCFE,112,17,7,824.0,Missing ISIN
2977,NA,MONGODB INC CL B,MDB,582,19,8,824.0,Missing ISIN
2951,NA,MDH ACQUISITION CORP CL B,MDH,27,9,4,824.0,Missing ISIN
2855,NA,KRAFT FOODS 'B',MDLZ,1212,109,10,824.0,Missing ISIN
3551,NA,VG ACQUISITION CORP CL B,ME,23,15,5,824.0,Missing ISIN
2962,NA,MERCURY ECOMMERCE ACQUISITION CL B,MEAC,1,1,1,824.0,Missing ISIN
2967,NA,MIDCOAST ENERGY PARTNERS SUBORDNTD.UNITS,MEP,50,18,3,824.0,Missing ISIN
2985,NA,MORTON INDL.GP.'B',MGRP,19,6,5,824.0,Missing ISIN
2765,NA,INSU ACQUISITION II CL B,MILE,37,15,3,824.0,Missing ISIN
2084,NA,ASCENDANT DIGITAL ACQ CORP CL B,MKTW,49,16,3,824.0,Missing ISIN
2947,NA,MC CLATCHY NEWS 'B',MNIQQ,549,47,9,824.0,Missing ISIN
3359,NA,STABLE ROAD ACQUISITION CORP CL A,MNTS,59,14,6,824.0,Missing ISIN
2973,NA,MOLEX INCORPORATED CLASS B,MOLX,923,39,10,824.0,Missing ISIN
2976,NA,MONDAVI ROBERT 'B',MOND,15,7,2,824.0,Missing ISIN
2936,NA,MARAVAI LIFESCIENCES HOLDINGS CL B,MRVI,42,18,4,824.0,Missing ISIN
2957,NA,MEDICIS PHARM.CORP. DEAD - DUPL.SEE 543145,MRX,321,16,9,824.0,Missing ISIN
2966,NA,MICROSTRATEGY 'B',MSTR,478,23,7,824.0,Missing ISIN
2992,NA,MTECH ACQUISITION CORP CL B,MTECU,2,1,2,824.0,Missing ISIN
2665,NA,GORES HOLDINGS VI INC CL B,MTTR,45,13,6,824.0,Missing ISIN
2993,NA,MUDRICK CAPITAL ACQ II CL B,MUDS,54,14,5,824.0,Missing ISIN
1944,NA,ACIES ACQUISITION CORP CL B,MYPS,32,8,3,824.0,Missing ISIN
2079,NA,ARYA SCIENCES ACQUISITION CL B,NAUT,21,8,5,824.0,Missing ISIN
3035,NA,NIGHTDRAGON ACQUISITION CORP CL B,NDAC,2,2,1,824.0,Missing ISIN
3021,NA,NEW FORTRESS ENERGY CL B,NFE,65,11,7,824.0,Missing ISIN
3053,NA,NWIDE.FINL.SVS.INCO.,NFS,481,47,8,824.0,Missing ISIN
3041,NA,NORTHERN LIGHTS ACQUISITION CL B,NLIT,1,1,1,824.0,Missing ISIN
3038,NA,NORTH MOUNTAIN MERGER CORP CL B,NMMC,1,1,1,824.0,Missing ISIN
3029,NA,NEWMARK GROUP INC CL B,NMRK,70,13,7,824.0,Missing ISIN
3338,NA,SPARTACUS ACQUISITION CORP CL B,NN,37,13,2,824.0,Missing ISIN
3046,NA,NORTHLAND CRANB.'B',NRCNA,5,5,1,824.0,Missing ISIN
3017,NA,NERDWALLET INC CL B,NRDS,30,11,5,824.0,Missing ISIN
3047,NA,NOVUS CAPITAL CORPORATION II CL B,NRGV,25,13,5,824.0,Missing ISIN
3532,NA,VALERO LP SUBORDNTD.UTS.,NS,992,33,9,824.0,Missing ISIN
3004,NA,NATCO GP.'B',NTG,6,4,2,824.0,Missing ISIN
3050,NA,NUTANIX INC CL B,NTNX,530,35,7,824.0,Missing ISIN
3018,NA,NET2PHONE 'A',NTOP,112,19,7,824.0,Missing ISIN
2907,NA,LIVE OAK ACQUISITION II CL B,NVTS,24,11,5,824.0,Missing ISIN
3003,NA,NAT WESTERN LIFE INS CLASS B,NWLI,216,23,6,824.0,Missing ISIN
3032,NA,NEXTERA ENTS.'B',NXRA,1,1,1,824.0,Missing ISIN
3030,NA,NEXTEL COMMS.'B',NXTL,129,14,8,824.0,Missing ISIN
3031,NA,NEXTEL PTNS.'B',NXTP,131,23,6,824.0,Missing ISIN
3062,NA,OMNICHANNEL ACQUISITION CORP CL B,OCA,9,2,1,824.0,Missing ISIN
3073,NA,OPTICAL COMMS.PRDS.INC.,OCPI,62,5,3,824.0,Missing ISIN
3039,NA,NORTHERN BORDER PTNS.LP,OKS,76,22,7,824.0,Missing ISIN
3061,NA,OMEGA ALPHA SPAC CL B,OMEG,2,2,1,824.0,Missing ISIN
3056,NA,OASIS MIDSTREAM PARTNERS LP CL B,OMP,20,9,4,824.0,Missing ISIN
3069,NA,ONEWATER MARINE INC CL B,ONEW,131,13,7,824.0,Missing ISIN
3385,NA,SUPERNOVA PARTNERS ACQUISITION CO CL B,OPAD,40,16,4,824.0,Missing ISIN
3443,NA,TIER TECH.'A',OPAY,101,19,5,824.0,Missing ISIN
3261,NA,SCL.CAP.HEDOSOPHIA HDG. II CL B,OPEN,91,18,8,824.0,Missing ISIN
3072,NA,OPENTV 'B' CMON.,OPTV,181,23,8,824.0,Missing ISIN
2078,NA,ARTIUS ACQUISITION INC CL B,ORGN,38,11,5,824.0,Missing ISIN
2115,NA,AVISTA HEALTHCARE PUBLIC ACQUISITION CORP CL C,ORGO,134,28,7,824.0,Missing ISIN
3327,NA,SOFTWARE ACQ GRP II CL B,OTMO,2,1,1,824.0,Missing ISIN
3082,NA,OTR ACQUISITION CORP CL B,OTRA,7,7,1,824.0,Missing ISIN
2318,NA,COLONNADE ACQUISITION CORP CL B,OUST,63,16,5,824.0,Missing ISIN
3099,NA,PATRIOT AMER.HOSPLTY.,PAH,211,25,9,824.0,Missing ISIN
3098,NA,PATRIA INVESTMENTS LTD CL B,PAX,64,16,4,824.0,Missing ISIN
3105,NA,PEPSI BOTTLING GP.'B',PBG,708,31,7,824.0,Missing ISIN
3433,NA,THIMBLE POINT ACQUISITION CO CL B,PEAR,7,7,4,824.0,Missing ISIN
3111,NA,PEROT SYS.'B',PER,20,2,2,824.0,Missing ISIN
3247,NA,SANRIDGE PERMIAN TRUST SUBORDINATED UNITS,PERS,20,2,2,824.0,Missing ISIN
3116,NA,PETIQ INC CL B,PETQ,245,19,7,824.0,Missing ISIN
3156,NA,PROFESSIONAL HOLDING CORP CL B,PFHD,78,15,7,824.0,Missing ISIN
3117,NA,PHC MASS 'B',PHC,87,9,9,824.0,Missing ISIN
3144,NA,POPULATION HEALTH INVESTMENT CO CL B,PHIC,1,1,1,824.0,Missing ISIN
2425,NA,DMY TECHNOLOGY GROUP INC IV CL B,PL,16,6,3,824.0,Missing ISIN
3131,NA,PLUM ACQUISITION I CORP CL B,PLMI,1,1,1,824.0,Missing ISIN
3135,NA,PMA CAP.,PMACA,218,26,7,824.0,Missing ISIN
3094,NA,PANERA BREAD 'B' DEAD - 19/07/17,PNRA,1535,46,9,824.0,Missing ISIN
3428,NA,THERAPEUTICS ACQUISITION CORP CL B,PNT,10,7,3,824.0,Missing ISIN
3124,NA,PIONEER COS.'B',PONR,120,17,7,824.0,Missing ISIN
3147,NA,POSHMARK INC CL B,POSH,84,16,5,824.0,Missing ISIN
3085,NA,PACIFIC EN.PARTNERS LP,PPX,117,22,9,824.0,Missing ISIN
3159,NA,PROPTECH ACQUISITION COR CL B,PRCH,149,15,7,824.0,Missing ISIN
2609,NA,FSADEVELOPMENTAIIACORP CL B,PRDS,13,5,3,824.0,Missing ISIN
3168,NA,PURPLLE INNOVATION INC CL B,PRPL,153,20,10,824.0,Missing ISIN
3102,NA,PELOTON INTERACTIVE CL B,PTON,341,20,7,824.0,Missing ISIN
2060,NA,ARCLIGHT CLEAN TRANSITION CO CL C,PTRA,62,25,6,824.0,Missing ISIN
3166,NA,PUBMATIC INC CL B,PUBM,255,18,6,824.0,Missing ISIN
2567,NA,FINTECH ACQUISITION IV CO CL B,PWP,30,22,4,824.0,Missing ISIN
3173,NA,QR ENERGY SUB UNITS,QRE,236,32,7,824.0,Missing ISIN
2718,NA,HIGHCAPE CAPITAL ACQ CL B,QSI,21,13,4,824.0,Missing ISIN
3199,NA,RESEARCH ALLIANCE CORP CL B,RACB,1,1,1,824.0,Missing ISIN
3178,NA,RAIN THERAPEUTICS CL C,RAIN,29,9,6,824.0,Missing ISIN
2070,NA,ARIES I ACQUISITION CORP CL B,RAM,33,9,4,824.0,Missing ISIN
3180,NA,RANI THERAPEUTICS HOLDINGS INC CL B,RANI,13,7,4,824.0,Missing ISIN
3191,NA,REDBALL ACQUISITION CORP CL B,RBAC,3,1,2,824.0,Missing ISIN
3198,NA,REPUBLIC BANC.OF KEN.'B',RBCAA,885,42,9,824.0,Missing ISIN
2375,NA,D8 HOLDINGS CORP CL B,RBOT,87,16,7,824.0,Missing ISIN
3234,NA,RURAL CELLULAR 'B',RCCC,77,10,7,824.0,Missing ISIN
3270,NA,SEAPORT GLOBAL ACQUISITION CL B,RDBX,22,14,4,824.0,Missing ISIN
2638,NA,GENS.PARK ACQ.CORP CL B,RDW,38,14,4,824.0,Missing ISIN
1928,NA,10X CAPITAL VENTURE ACQ CORP CL B,REE,2,2,1,824.0,Missing ISIN
3592,NA,WELLSFORD RL.PROPS.'A',REIS,493,20,8,824.0,Missing ISIN
3195,NA,REMEDYTEMP 'B',REMX,28,13,4,824.0,Missing ISIN
2392,NA,DELCO REMY INTL.'B',REMY,160,23,5,824.0,Missing ISIN
3197,NA,RENTATHEARUNWAYAINC CL B,RENT,58,20,6,824.0,Missing ISIN
3203,NA,REVOLUTION HEALTHCARE ACQUISITION CL B,REVH,2,1,2,824.0,Missing ISIN
3205,NA,REYNOLDS & REYNOLDS CLASS B,REY,171,25,9,824.0,Missing ISIN
3386,NA,SUPERNOVA PARTNERS ACQUISITION II CL B,RGTI,25,12,3,824.0,Missing ISIN
2409,NA,DIAMONDPEAK HOLDINGS CORP CL B,RIDE,43,17,7,824.0,Missing ISIN
3216,NA,RIVIAN AUTOMOTIVE INC CL B,RIVN,48,13,4,824.0,Missing ISIN
3541,NA,VECTOR ACQUISITION CORP CL B,RKLB,8,7,2,824.0,Missing ISIN
2058,NA,ARAMARK 'A',RMK,246,24,6,824.0,Missing ISIN
3222,NA,ROCK OF AGES 'B',ROAC,99,20,5,824.0,Missing ISIN
2336,NA,CONSTRUCTION PARTNERS INC CL B,ROAD,79,17,9,824.0,Missing ISIN
2980,NA,MONTES ARCHIMEDES ACQUISITION CL B,ROIV,31,6,4,824.0,Missing ISIN
3227,NA,ROOT INC CL B,ROOT,87,25,9,824.0,Missing ISIN
3013,NA,NEBULA CARAVEL ACQUISITION CO CL B,ROVR,54,15,7,824.0,Missing ISIN
3181,NA,RAPIDAMICROABIOSYSTEMS CL B,RPID,22,13,5,824.0,Missing ISIN
3232,NA,ROYALTY PHARMA PLC CL B,RPRX,123,17,5,824.0,Missing ISIN
2180,NA,BOCA RESORTS 'B',RST,332,32,9,824.0,Missing ISIN
2019,NA,AMERICAN FINANCE TRUST CL B,RTL,27,7,2,824.0,Missing ISIN
3184,NA,RATTLER MIDSTREAM CL B,RTLR,42,7,5,824.0,Missing ISIN
3215,NA,RIVERVIEW ACQUISITION CORP CL B,RVAC,2,1,1,824.0,Missing ISIN
3383,NA,SUPER VISION INTL.'B',RVLT,119,19,6,824.0,Missing ISIN
3267,NA,SEACOAST BKG.OF FLA.'B',SBCF,1166,39,10,824.0,Missing ISIN
3266,NA,SEABULK INTL.INC.,SBLK,10,2,3,824.0,Missing ISIN
3271,NA,SECURITY CAP.DEL.,SCC,20,8,2,824.0,Missing ISIN
3256,NA,SCHNITZER STL.INDS. 'B',SCHN,2155,71,9,824.0,Missing ISIN
3259,NA,SCION TECH GROWTH I CL B,SCOA,6,1,1,824.0,Missing ISIN
3260,NA,SCION TECH GROWTH II CL B,SCOB,9,1,1,824.0,Missing ISIN
3313,NA,SMILEDIRECTCLUB INC CL B,SDC,67,15,8,824.0,Missing ISIN
3257,NA,SCHRODINGER INC CL B,SDGR,199,20,6,824.0,Missing ISIN
3379,NA,STRONGHOLDADIGITAL MININGAINC CL B,SDIG,17,6,2,824.0,Missing ISIN
2730,NA,HORIZON ACQUISITION CORPORATION CL B,SEAT,33,9,5,824.0,Missing ISIN
3273,NA,SEER INC CL B,SEER,68,19,6,824.0,Missing ISIN
3284,NA,SERA PROGNOSTICS CL B,SERA,34,7,5,824.0,Missing ISIN
2799,NA,IVANHOE CAPITAL ACQ,SES,24,12,6,824.0,Missing ISIN
2766,NA,INSURANCE ACQUISITION CORP CL B,SFT,80,26,7,824.0,Missing ISIN
3252,NA,SCHAWK INCO.,SGK,301,13,9,824.0,Missing ISIN
3254,NA,SCHIFF NUT.INTL.'B' DEAD - 17/12/12,SHF,195,24,7,824.0,Missing ISIN
3288,NA,SHOALS TECHNOLOGIES GROUP CL B,SHLS,60,15,6,824.0,Missing ISIN
3286,NA,SHELL MIDSTREAM PARTNERS LP CL C,SHLX,32,13,3,824.0,Missing ISIN
3289,NA,SHURGARD STORAGE CLASS B,SHU,88,16,6,824.0,Missing ISIN
3278,NA,SELECT INTERIOR CONCEPTS CL B,SIC,105,17,5,824.0,Missing ISIN
2287,NA,CINER RESOURCES CL C,SIRE,124,17,6,824.0,Missing ISIN
3550,NA,VESPER HEALTHCARE ACQUISITION CL B,SKIN,24,14,3,824.0,Missing ISIN
3304,NA,SKYLINE MULTIMEDIA ENTM. 'A',SKYL,33,8,4,824.0,Missing ISIN
3183,NA,RARE MEDIUM GP.NV.,SKYT,30,14,3,824.0,Missing ISIN
3307,NA,SLAM CORP CL B,SLAM,3,1,1,824.0,Missing ISIN
2387,NA,DECARBONIZATION PLUS ACQUISITION III CL B,SLDP,32,18,7,824.0,Missing ISIN
3275,NA,SELAS CORP.OF AMERICA,SLS,170,31,7,824.0,Missing ISIN
3314,NA,SMITHWAY MTR.XPRESS 'B',SMXC,21,6,4,824.0,Missing ISIN
3264,NA,SCTY.NAT.FINL.'C',SNFCA,234,23,8,824.0,Missing ISIN
3263,NA,SCRIPPS NETWORKS INTACT. 'B',SNI,1076,92,10,824.0,Missing ISIN
3319,NA,SOBRASAFEAINC CL B,SOBR,4,2,2,824.0,Missing ISIN
3250,NA,SCAN OPTICS 'A',SOCR,2,1,2,824.0,Missing ISIN
3320,NA,SOCIAL CAPITAL HEDOSOPHIA V CL B,SOFI,226,27,8,824.0,Missing ISIN
3340,NA,SPARTAN ACQUISITION III CL B,SPAQ,4,3,2,824.0,Missing ISIN
3348,NA,SPORTS ENTM.ENTERPRISES,SPEA,276,20,7,824.0,Missing ISIN
3367,NA,STEEL PARTNERS HDG CL C,SPLP,158,15,6,824.0,Missing ISIN
3355,NA,SPROUT SOCIAL INC CL B,SPT,312,14,8,824.0,Missing ISIN
3151,NA,PRESIDIO PROPERTY TRUST CL B,SQFT,44,9,4,824.0,Missing ISIN
3351,NA,SPRAGUE RESOURCES SUBORDNTD.UNITS,SRLP,275,18,6,824.0,Missing ISIN
3249,NA,SARISSA CAPITAL ACQUISITION CL B,SRSA,1,1,1,824.0,Missing ISIN
3358,NA,SRA INTL.,SRX,301,25,9,824.0,Missing ISIN
2334,NA,CONSONANCE HFW ACQUISITION CO CL B,SRZN,36,7,4,824.0,Missing ISIN
3258,NA,SCIENCE STRATEGIC ACQUISITION ALPHA CL B,SSAA,1,1,1,824.0,Missing ISIN
3479,NA,TREBIA ACQUISITION CORP CL B,SST,60,20,10,824.0,Missing ISIN
3374,NA,STEWART ENTS.'B' DEAD - 24/12/13,STEI,764,34,8,824.0,Missing ISIN
3370,NA,STEPSTONE GROUP INC CL B,STEP,107,20,7,824.0,Missing ISIN
3388,NA,SUPREME INDS.CLASS B DEAD - 28/09/17,STS,455,22,9,824.0,Missing ISIN
3352,NA,SPRING VALLEY ACQUISITION CORP CL B,SV,10,8,4,824.0,Missing ISIN
3392,NA,SVF INVESTMENT CORP CL B,SVFA,2,2,1,824.0,Missing ISIN
3393,NA,SVFAINVESTMENTACORPA2 CL B,SVFB,2,2,1,824.0,Missing ISIN
3391,NA,SVF INVESTMENT CORP 3 CL B,SVFC,29,17,6,824.0,Missing ISIN
3253,NA,SCHEID VINEYARDS,SVIN,41,6,4,824.0,Missing ISIN
3486,NA,TRITON PCS HDG.'B',SWSH,21,11,5,824.0,Missing ISIN
3380,NA,SUNCOKE ENERGY PARTNERS COMMON UNITS,SXCP,115,9,4,824.0,Missing ISIN
3398,NA,SYMBOLLON PHARMS.'B',SYMBA,21,7,5,824.0,Missing ISIN
3447,NA,TIMBERLAND COMPANY CLASS B,TBL,738,35,10,824.0,Missing ISIN
3489,NA,TUATARA CAPITAL ACQUISITION CORP CL B,TCAC,2,1,2,824.0,Missing ISIN
3488,NA,TSCAN THERAPEUTICS CL B,TCRX,15,8,3,824.0,Missing ISIN
3437,NA,THREDUP INC CL B,TDUP,176,23,8,824.0,Missing ISIN
3419,NA,TEKKORP DIGITAL ACQUISITION CL B,TEKK,1,1,1,824.0,Missing ISIN
3490,NA,TUFCO TECHS.NV.,TFCO,33,13,3,824.0,Missing ISIN
3436,NA,THOMAS GP.'B',TGIS,37,10,9,824.0,Missing ISIN
3445,NA,TII INDUSTRIES CLASS B,TIII,90,14,6,824.0,Missing ISIN
3390,NA,SUST.OPPS.ACQ.CORP CL B,TMC,56,19,5,824.0,Missing ISIN
3432,NA,THERMOENERGY CORP.,TMEN,34,16,6,824.0,Missing ISIN
3451,NA,TINGOAINC CL B,TMNA,2,2,2,824.0,Missing ISIN
2400,NA,DFP HEALTHCARE ACQUISITIONS CL B,TOI,35,16,6,824.0,Missing ISIN
3463,NA,TPG INC CL B,TPG,13,8,2,824.0,Missing ISIN
3464,NA,TPG PACE BENEFICIAL FINANCE CL B,TPGY,12,2,2,824.0,Missing ISIN
3239,NA,SABRE HOLDINGS CORP.,TSG,238,10,7,824.0,Missing ISIN
3453,NA,TISHMAN SPEYER INNOVATION II CORP CL B,TSIB,1,1,1,824.0,Missing ISIN
2592,NA,FORUM MERGER CORP CL B,TTCF,35,14,5,824.0,Missing ISIN
3469,NA,TRADE DESK INC CLASS B,TTD,789,22,9,824.0,Missing ISIN
3470,NA,TRADEUP GLOBAL CORP CL B,TUGC,3,1,2,824.0,Missing ISIN
3403,NA,TAILWIND TWO ACQUISITION CORP CL B,TWNT,31,4,4,824.0,Missing ISIN
3450,NA,TIME WARNER TELECOM 'B',TWTC,1229,24,9,824.0,Missing ISIN
1930,NA,10X GENOMICS CL B,TXG,320,14,7,824.0,Missing ISIN
3426,NA,TEXAS ROADHOUSE,TXRH,597,24,8,824.0,Missing ISIN
3504,NA,UNITED BANCORP.OF ALBM.,UBAB,20,6,3,824.0,Missing ISIN
3506,NA,UNITEDGLOBALCOM 'B',UCOMA,72,19,8,824.0,Missing ISIN
3518,NA,US UNWIRED 'B',UNWR,126,6,6,824.0,Missing ISIN
3522,NA,USA COMPRESSION PARTNERS SUBORDNTD.UTS.,USAC,166,22,7,824.0,Missing ISIN
3523,NA,USAWELLASERVICESACL D,USWS,37,14,6,824.0,Missing ISIN
3528,NA,VALARIS LTD CL B,VAL,35,17,4,824.0,Missing ISIN
3539,NA,VAXXINITY INC CL B,VAXX,32,9,5,824.0,Missing ISIN
3554,NA,VICTORY CAPITAL HOLDINGS CL B,VCTR,79,13,9,824.0,Missing ISIN
3549,NA,VERTEX INC CL B,VERX,57,13,7,824.0,Missing ISIN
3559,NA,VIRGIN GROUP ACQUISITION II CL B,VGII,12,8,4,824.0,Missing ISIN
3458,NA,TORTOISE ACQUISITION II CORP CL B,VLTA,49,22,3,824.0,Missing ISIN
3556,NA,VIMEO INC CL B,VMEO,41,17,3,824.0,Missing ISIN
3552,NA,VIA NET WORKS NV.,VNWI,7,6,2,824.0,Missing ISIN
3034,NA,NEXTGEN ACQUISITION CORP II CL B,VORB,16,12,3,824.0,Missing ISIN
2104,NA,AUDIOVOX 'B',VOXX,664,20,8,824.0,Missing ISIN
3540,NA,VECTOIQ ACQUISITION CORP II CL B,VTIQ,2,2,1,824.0,Missing ISIN
3575,NA,VY GLOBAL GROWTH CL B,VYGG,2,2,1,824.0,Missing ISIN
3591,NA,WELLCHOICE 'B',WC,175,16,6,824.0,Missing ISIN
2890,NA,LEVITT CORP.FLORIDA CL.E,WDGH,43,13,4,824.0,Missing ISIN
3562,NA,VIRTUOSO ACQUISITION CORP CL B,WEJO,22,12,1,824.0,Missing ISIN
3482,NA,TRIARC COMPANIES INC CLASS B,WEN,1067,58,8,824.0,Missing ISIN
3601,NA,WEYCO GROUP INC. CLASS B,WEYS,583,21,7,824.0,Missing ISIN
2338,NA,CONTEXTLOGIC INC CL B,WISH,297,21,6,824.0,Missing ISIN
3583,NA,WARNER MUSIC GROUP CORP CL B,WMG,62,20,5,824.0,Missing ISIN
2760,NA,INMILL AND CO.'B',WNMLA,25,9,5,824.0,Missing ISIN
3594,NA,WESTELL TECHS.'B',WSTL,436,47,10,824.0,Missing ISIN
2867,NA,LANDCADIA HOLDINGS INC CL C,WTRH,97,25,8,824.0,Missing ISIN
3598,NA,WESTWOOD ONE INC. CLASS B,WWON,144,35,8,824.0,Missing ISIN
3618,NA,XM SAT.RADIO HDG.'B',XMSR,96,18,9,824.0,Missing ISIN
3620,NA,XOMETRY INC CL B,XMTR,85,15,6,824.0,Missing ISIN
3033,NA,NEXTGEN ACQUISITION CORP CL B,XOS,32,9,4,824.0,Missing ISIN
3621,NA,XP INC CL B,XP,123,17,6,824.0,Missing ISIN
3622,NA,XPAC ACQUISITION CORP CL B,XPAX,2,2,1,824.0,Missing ISIN
3616,NA,XEROX CORPORATION CLASS B,XRX,302,27,5,824.0,Missing ISIN
3629,NA,YUNHONG INTERNATIONAL CL B,ZGYH,3,2,2,824.0,Missing ISIN
3637,NA,ZOOM VIDEO COMM CL B,ZM,578,26,10,824.0,Missing ISIN
3630,NA,ZANITE ACQUISITION CORP CL B,ZNTE,9,8,3,824.0,Missing ISIN
417,BMG210821051,CHINA YUCHAI INTL.,NA,5,4,2,1509.0,NA ticker
1341,LU2391723694,PERIMETER SOLUTIONS,NA,5,4,2,88.0,NA ticker
842,US4026355028,GULFPORT ENERGY,NA,5,4,2,210.0,NA ticker
1072,US53946R1068,LOANDEPOT A,NA,5,4,2,276.0,NA ticker
1475,US7820111000,RUSH STREET INTERACTIVE A,NA,5,4,2,479.0,NA ticker
1515,US81689T1043,SENDAS DISTRIBUIDORA ADR 1:5,NA,5,4,2,264.0,NA ticker
1820,US92837L1098,VISTA OIL GAS ADR 1:1,NA,5,4,2,666.0,NA ticker
2028,US03071V1098,AMERISTEEL 'A',AST,85,14,7,,No timeseries data
1987,US0200361097,ALLSTATES WORLDCARGO,ASTJ,0,0,0,,No timeseries data
2113,US05358T1034,AVEON GROUP,AVO,72,15,7,,No timeseries data
2141,US0758701058,BECOMING ART,BEAI,5,2,2,,No timeseries data
2307,US1904415015,COASTAL CL.A,CGP,0,0,0,,No timeseries data
2292,US17317P1066,CITIZENS BANCSHARES,CIIB,0,0,0,,No timeseries data
2323,US20362P1049,COMMUNITY BANKSHARES,CKGA,0,0,0,,No timeseries data
2337,US2105181067,CONSUMERS ENERGY,CMS+PR+B,3108,110,8,,No timeseries data
2265,US1591111034,CHANGE TECHNOLOGY PARTNERS INC.,CTPI,0,0,0,,No timeseries data
2421,US23327U1016,DLC REALTY TRUST,DLC,755,42,7,,No timeseries data
2403,US2524562079,DIAGNOSTIC/RETRIEVAL CLASS B,DRS,216,21,7,,No timeseries data
2406,MHY206681022,DIAMOND S SHIPPING GROUP,DSG,0,0,0,,No timeseries data
2459,US26787P1084,DYNAMIC I-T INC.,DYNM,0,0,0,,No timeseries data
2468,US2682731094,ECM REALTY TRUST,ECMR,0,0,0,,No timeseries data
2503,US29355F1066,ENOVATION CONTROLS CL.A,ENOV,417,32,8,,No timeseries data
2498,US29270R1023,ENERGY & EXP.PARTNERS,ENXP,0,0,0,,No timeseries data
2506,US29364N2071,ENTERGY MISSISSIPPI,EYMSN,0,0,0,,No timeseries data
2601,US35632L1052,FREECAST INC,FCST,0,0,0,,No timeseries data
2554,US31446Q1094,FEMINIQUE CORPORATION,FEMQ,0,0,0,,No timeseries data
2576,US33941M1045,FLIGHT INTL.GROUP,FGHG,0,0,0,,No timeseries data
2719,US4307441026,HIGHLAND RIDGE INC,HGHN,0,0,0,,No timeseries data
2741,US25469Y2054,ICEWEB INCORPORATED,ICEW,56,11,4,,No timeseries data
2775,US45986D1046,INTERNATIONAL MARKET CENTERS,IMC,0,0,0,,No timeseries data
2758,US4570302038,INGLES MKTS.'B',IMKTA,327,17,6,,No timeseries data
2872,US5180562051,LASER CORPORATION,LSER,0,0,0,,No timeseries data
2899,US5321691090,LIFE SCIENCES (NYS) DEAD - DUPL.SEE 281157,LSRI,22,8,4,,No timeseries data
2900,US53223Y1055,LIGHTEN UP ENTERPRISES INTERNATIONAL,LTUP,31,9,6,,No timeseries data
3211,US7647591061,RICHMOND HONAN MEDICAL PROPS.,MOB,0,0,0,,No timeseries data
3154,US88339M1080,PRIVATE SHARES FUND,PRIVX,0,0,0,,No timeseries data
3182,US75382E1091,RAPT THERAPEUTICS INC DEAD - DELETE.29/10/19,RAPT,150,13,8,,No timeseries data
3337,US8415761019,SOUTHEASTERN BKG.,SEBC,42,7,3,,No timeseries data
3274,US8160744053,SEITEL WHEN ISSUED,SELA,147,21,7,,No timeseries data
3272,US8143481088,SECURITY LD.& DEV.,SLDV,2,2,1,,No timeseries data
3308,US8638711098,SLM HOLDING CORPORATION,SLM,1036,60,9,,No timeseries data
3332,US83409U1060,SOL-WIND RENEWABLE PWR.,SLWD,0,0,0,,No timeseries data
